ref,official_name,name,distance,district,localities
О-02-01-01,Бар – Антонівка -Маньківці,Бар – Антонівка – Маньківці,12.18,Жмеринський район,"Барська міська, Северинівська сільська"
О-02-01-02,Бар - Сеферівка,Бар – Сеферівка,10.8,Жмеринський район,Барська міська
О-02-01-03,Бар - Гармаки,Бар – Гармаки,10.279,Жмеринський район,Барська міська
О-02-01-04,Бар - Комарівці,Бар – Комарівці,7.47,Жмеринський район,Барська міська
О-02-01-05,Гулі - Муровані Курилівці,Гулі – Муровані Курилівці,25.52,Жмеринський – Могилів-Подільський район,"Барська міська, Муровано-Куриловецька селищна"
О-02-01-06,Лугове – Мигалівці –Супівка - Снітків,Лугове – Мигалівці – Супівка – Снітків,30.935,Жмеринський – Могилів-Подільський район,"Барська міська, Копайгородська селищна, Муровано-Куриловецька селищна"
О-02-01-07,Копайгород - станція Котюжани,Копайгород – станція Котюжани,9.527,Жмеринський – Могилів-Подільський район,"Копайгородська селищна, Муровано-Куриловецька селищна"
О-02-01-08,Границя Хмельницької області - Ялтушків,границя Хмельницької області – Ялтушків,8.572,Жмеринський район,Барська міська
О-02-01-09,станція Бар – Чернятин - Жмеринка,станція Бар – Чернятин – Жмеринка,27.0,Жмеринський район,"Барська міська,
Северинівська сільська"
О-02-01-10,Бар – Шаргород - Нові Хоменки,Бар – Шаргород – Нові Хоменки,61.8,Жмеринський район,"Барська міська, 
Копайгородська селищна,
Шаргородська міська, Джуринська сільська"
С-02-01-01,(Бар – Шаргород - Нові Хоменки) - цукровий завод,О-02-01-10 – цукровий завод,2.0,Жмеринський район,Барська міська
С-02-01-02,(Бар – Сеферівка) -Йосипівці,О-02-01-02 – Йосипівці,1.0,Жмеринський район,Барська міська
С-02-01-03,Чемериси Барські -Козарівка,Чемериси Барські – Козарівка,13.2,Жмеринський район,Барська міська
С-02-01-04,(Чемериси Барські-Козарівка) - Шершні,С-02-01-03 – Шершні,1.0,Жмеринський район,Барська міська
С-02-01-05,(Чемериси Барські-Козарівка) - Діброва,С-02-01-03 – Діброва,1.6,Жмеринський район,Барська міська
С-02-01-06,Гайове – Шпирки -Івановецьке,Гайове – Шпирки – Івановецьке,3.5,Жмеринський район,Барська міська
С-02-01-07,(Бар – Гармаки) -Колосівка,О-02-01-03 – Колосівка,1.583,Жмеринський район,Барська міська
С-02-01-08,Ходаки - Слобода Ходацька,Ходаки – Слобода Ходацька,3.14,Жмеринський район,Барська міська
С-02-01-09,Лядова - Пилипи,Лядова – Пилипи,2.2,Жмеринський район,Барська міська
С-02-01-10,Маньківці - Ульянівка,Маньківці – Ульянівка,4.4,Жмеринський район,Северинівська сільська
С-02-01-12,Терешки – Кузьминці - Мартинівка,Терешки – Кузьминці – Мартинівка,15.64,Жмеринський район,Барська міська
С-02-01-13,Сеферівка - Пилипи,Сеферівка – Пилипи,2.605,Жмеринський район,Барська міська
С-02-01-14,Верхівка - Примощаниця,Верхівка – Примощаниця,1.18,Жмеринський район,Копайгородська селищна
С-02-01-15,(границя Хмельницької області – Ялтушків) -Черешневе,О-02-01-08 – Черешневе,0.64,Жмеринський район,Барська міська
С-02-01-16,Лука Барська - Зоряне,Лука Барська – Зоряне,3.1,Жмеринський район,Барська міська
С-02-01-17,Іванівці - Шевченка,Іванівці – Шевченка,4.8,Жмеринський район,Барська міська
С-02-01-18,Окладне - Адамівка,Окладне – Адамівка,1.8,Жмеринський район,Барська міська
С-02-01-19,Ялтушків - Біличин,Ялтушків – Біличин,2.75,Жмеринський район,Барська міська
С-02-01-20,Пляцина - Мирне,Пляцина – Мирне,2.97,Жмеринський район,Барська міська
С-02-01-21,Каноницьке - Затоки,Каноницьке – Затоки,3.2,Жмеринський район,Барська міська
С-02-01-22,Мальчинці - Степанки,Мальчинці – Степанки,6.4,Жмеринський район,Барська міська
С-02-01-23,(Бар – Шаргород - Нові Хоменки) - Киянівка,О-02-01-10 – Киянівка,4.0,Жмеринський район,Барська міська
С-02-01-24,Матейків – Павлівка - Трудолюбівка,Матейків – Павлівка – Трудолюбівка,5.7,Жмеринський район,Барська міська
С-02-01-25,(Бар – Шаргород - Нові Хоменки) - Кошаринці,О-02-01-10 – Кошаринці,2.45,Жмеринський район,Копайгородська селищна
С-02-01-26,Шипинки - Шевченкове,Шипинки – Шевченкове,3.9,Жмеринський район,Копайгородська селищна
С-02-01-27,(Житомир - Могилів-Подільський) - Переліски,М-21 – Переліски,1.0,Жмеринський район,Копайгородська селищна
С-02-01-28,Бар – Гармаки - Гайове,О-02-01-03 – Гайове,2.5,Жмеринський район,Барська міська
С-02-01-29,Верхівка – Ялтушків - Ходаки,Верхівка – Ялтушків – Ходаки,23.572,Жмеринський район,"Барська міська,
Копайгородська селищна"
С-02-01-30,Лядова - Підлісний Ялтушків,Лядова – Підлісний Ялтушків,3.55,Жмеринський район,Барська міська
С-02-01-31,Буцні – Кузьминці -Митки,Буцні – Кузьминці – Митки,8.9,Жмеринський район,Барська міська
С-02-01-32,Стасюки - Чемериське,Стасюки – Чемериське,4.368,Жмеринський район,Барська міська
С-02-01-33,Пляцина - Войнашівка,Пляцина – Войнашівка,1.9,Жмеринський район,Барська міська
С-02-01-34,(Бар – Шаргород -Нові Хоменки) - Мальчивці,О-02-01-10 – Мальчивці,3.4,Жмеринський район,Барська міська
С-02-01-35,Митки – Матейків -Мурашка,Митки – Матейків – Мурашка,12.859,Жмеринський район,Барська міська
С-02-01-36,Шипинки - Попівці,Шипинки – Попівці,4.47,Жмеринський район,Копайгородська селищна
С-02-01-37,Шипинки - станція Копай – Мар’янівка,Шипинки – станція Копай – Мар’янівка,12.32,Жмеринський район,Копайгородська селищна
С-02-01-38,Копай - Зелене,Копай – Зелене,1.5,Жмеринський район,Копайгородська селищна
С-02-01-39,Мар'янівка - Володіївці,Мар'янівка – Володіївці,4.75,Жмеринський район,Копайгородська селищна
С-02-01-40,Копайгород - Грабівці - Каришків,Копайгород – Грабівці – Каришків,17.795,Жмеринський район,Копайгородська селищна
С-02-01-41,Копайгород – Польове – Супівка - Губачівка,Копайгород – Польове – Супівка – Губачівка,18.8,Жмеринський район,Копайгородська селищна
С-02-01-42,(Бар - Гармаки) - (Бар - Комарівці),О-02-01-03 – О-02-01-04,0.9,Жмеринський район,Барська міська
О-02-02-01,Бершадь - Поташня,Бершадь – Поташня,9.205,Гайсинський район,Бершадська міська
О-02-02-02,Бершадь - П’ятківка-Жабокрич - Бондурівка,Бершадь – П’ятківка-Жабокрич – Бондурівка,21.81,Гайсинський район,"Бершадська міська,
Чечельницька селищна"
О-02-02-03,Східний об'їзд м.Бершадь,Східний об'їзд м.Бершадь,10.81,Гайсинський район,Бершадська міська
О-02-02-05,Джулинка - Дяківка-Серебрія,Джулинка – Дяківка-Серебрія,25.843,Гайсинський район,Джулинська сільська
О-02-02-06,Берізки Бершадські -Баланівка,Берізки Бершадські – Баланівка,37.546,Гайсинський район,"Бершадська міська,
Джулинська сільська"
О-02-02-07,Флорине - Голдашівка,Флорине – Голдашівка,19.99,Гайсинський район,Бершадська міська
О-02-02-08,Веселівка - Тернівка,Веселівка – Тернівка,9.012,Гайсинський район,Джулинська сільська
С-02-02-01,(Флорине – Голдашівка) - Романівка,О-02-02-07 – Романівка,1.756,Гайсинський район,Бершадська міська
С-02-02-02,(Краснопілка –Теплик – Бершадь – Саврань – Дубинове) - Хмарівка,Р-54 – Хмарівка,4.384,Гайсинський район,Джулинська сільська
С-02-02-03,(Тульчин – Тростянець –Бершадь) - Бирлівка,Т-02-22 – Бирлівка,2.572,Гайсинський район,Бершадська міська
С-02-02-04,Баланівка - П’ятківка,Баланівка – П’ятківка,3.413,Гайсинський район,"Бершадська міська, Ободівська сільська"
С-02-02-05,Шляхова - Завітне,Шляхова – Завітне,2.48,Гайсинський район,Джулинська сільська
С-02-02-06,Війтівка - Жовняки,Війтівка – Жовняки,5.88,Гайсинський район,Бершадська міська
С-02-02-07,(Могилів-Подільський – Ямпіль – Бершадь –Умань) - хутір Ворони,Т-02-02 – хутір Ворони,2.547,Гайсинський район,Бершадська міська
С-02-02-08,Устя - Лугова,Устя – Лугова,8.84,Гайсинський район,Бершадська міська
С-02-02-09,(Шумилів – Жданове) - Мала Киріївка,С-02-02-20 – Мала Киріївка,1.69,Гайсинський район,Бершадська міська
С-02-02-10,Берізки Бершадські -станція Устя,Берізки Бершадські – станція Устя,6.8,Гайсинський район,"Бершадська міська, Джулинська сільська"
С-02-02-11,(Кидрасівка – Осіївка) - хутір Партизанський,С-02-02-19 – хутір Партизанський,3.123,Гайсинський район,Бершадська міська
С-02-02-12,Мишарівка - М`якохід,Мишарівка – М`якохід,3.019,Гайсинський район,Джулинська сільська
С-02-02-13,П`ятківка -Сільськогосподарське підприємство,П`ятківка – Сільськогосподарське підприємство,6.375,Гайсинський район,Бершадська міська
С-02-02-14,(Флорине - Голдашівка) -Михайлівка,О-02-02-07 – Михайлівка,1.94,Гайсинський район,Бершадська міська
С-02-02-15,М'якохід - Джулинка,М'якохід – Джулинка,11.995,Гайсинський район,Джулинська сільська
С-02-02-16,Чернятка – Завітне -Серебрія,Чернятка – Завітне – Серебрія,22.54,Гайсинський район,Джулинська сільська
С-02-02-17,Сумівка – Війтівка -Велика Киріївка,Сумівка – Війтівка – Велика Киріївка,16.363,Гайсинський район,Бершадська міська
С-02-02-18,(Флорине - Голдашівка) – Лісниче - Вовчок,О-02-02-07 – Лісниче – Вовчок,7.44,Гайсинський район,Бершадська міська
С-02-02-19,Кидрасівка - Осіївка,Кидрасівка – Осіївка,11.612,Гайсинський район,Бершадська міська
С-02-02-20,Шумилів – Устя – Осіївка - Жданове,Шумилів – Устя – Осіївка – Жданове,25.034,Гайсинський район,Бершадська міська
С-02-02-21,(Чернятка - Серебрія) - Кавкули ч/з Шляхову,С-02-02-16 – Шляхова – Кавкули,10.012,Гайсинський район,Джулинська сільська
О-02-03-01,Вінниця – Гнівань -Тиврів,Вінниця – Гнівань – Тиврів,32.111,Вінницький район,"Вінницька міська, Агрономічна сільська, Гніванська міська, Сутисківська селищна, Тиврівська селищна"
О-02-03-02,Некрасове - Микулинці,Некрасове – Микулинці,5.2,Вінницький район,Якушинецька сільська
О-02-03-03,Стрижавка – Мізяків -Гущенці,Стрижавка – Мізяків – Гущенці,19.15,Вінницький - Хмільницький район,"Стрижавська селищна,
Калинівська міська, 
Іванівська сільська"
О-02-03-04,Вороновиця - Іллінці,Вороновиця – Іллінці,38.992,Вінницький район,"Вороновицька селищна,
Липовецька міська, Іллінецька міська"
О-02-03-05,Вороновиця – Тиврів - Шаргород,Вороновиця – Тиврів – Шаргород,71.165,Вінницький - Жмеринський район,"Вороновицька селищна,
Тиврівська селищна, Мурафська сільська, Шаргородська міська"
С-02-03-01,(Бруслинів –Стрижавка) - Переорки,О-02-11-06 – Переорки,1.261,Вінницький район,Стрижавська селищна
С-02-03-03,(Стрижавка – Мізяків – Гущинці) -Тютюнники,О-02-03-03 – Тютюнники,3.865,Вінницький район,Стрижавська селищна
С-02-03-04,(Вінниця – Гнівань –Тиврів) - Рівець,О-02-03-01 – Рівець,3.114,Вінницький район,Агрономічна сільська
С-02-03-05,(Стрижавка – Стадниця –Писарівка) - Славне,С-02-03-21 – Славне,2.219,Вінницький район,Стрижавська селищна
С-02-03-07,Щітки - Хижинці,Щітки – Хижинці,6.3,Вінницький район,"Вінницька міська, Лука-Мелешківська сільська"
С-02-03-08,(Сокиринці - Лука Мелешківська) -Майдан Чапельський,С-02-03-27 – Майдан Чапельський,1.6,Вінницький район,Лука-Мелешківська сільська
С-02-03-09,Іванівка - Хижинці,Іванівка – Хижинці,10.44,Вінницький район,Лука-Мелешківська сільська
С-02-03-10,(Вороновиця – Тиврів – Шаргород) - хутір Дальній,О-02-03-05 – хутір Дальній,2.93,Вінницький район,Вороновицька селищна
С-02-03-11,(Cтрий –Тернопіль –Кропивницький -Знам'янка) - Лисогора,М-30 – Лисогора,2.86,Вінницький район,Якушинецька сільська
С-02-03-13,Кордишівка - Побережне,Кордишівка – Побережне,10.72,Вінницький район,Вороновицька селищна
С-02-03-14,Махнівка - Лисянка,Махнівка – Лисянка,2.6,Вінницький район,Якушинецька сільська
С-02-03-15,(Cтрий –Тернопіль -Кропивницький -Знам'янка) - Якушинці,М-30 – Якушинці,1.085,Вінницький район,Якушинецька сільська
С-02-03-16,Медвеже Вушко -Бохоники,Медвеже Вушко – Бохоники,8.743,Вінницький район,Агрономічна сільська
С-02-03-17,(Стрижавка – Мізяків – Гущинці) - Лаврівка,О-02-03-03 – Лаврівка,1.975,Вінницький район,Стрижавська селищна
С-02-03-18,Ксаверівка – Некрасове - Горбанівка,Ксаверівка – Некрасове – Горбанівка,21.7,Вінницький район,"Агрономічна сільська, Якушинецька сільська"
С-02-03-19,Дорожне - Медвідка,Дорожне – Медвідка,3.76,Вінницький район,Стрижавська селищна
С-02-03-20,(Виступовичі – Житомир - Могилів-Подільський) -Широка Гребля,М-21 – Широка Гребля,3.152,Вінницький район,Якушинецька сільська
С-02-03-21,Стрижавка – Стадниця - Писарівка,Стрижавка – Стадниця – Писарівка,24.696,Вінницький район,"Стрижавська селищна,
Вінницька міська"
С-02-03-22,Стадниця - Малі Крушлинці - Гуменне,Стадниця – Малі Крушлинці – Гуменне,13.5,Вінницький район,"Вінницька міська, Вороновицька селищна"
С-02-03-26,Писарівка - Сокиринці,Писарівка – Сокиринці,3.83,Вінницький район,"Вінницька міська,
Лука-Мелешківська сільська"
С-02-03-27,Сокиринці - Лука Мелешківська,Сокиринці – Лука Мелешківська,12.23,Вінницький район,Лука-Мелешківська сільська
С-02-03-28,(Сокиринці - Лука Мелешківська) -Парпурівці,С-02-03-27 – Парпурівці,0.5,Вінницький район,Лука-Мелешківська сільська
С-02-03-29,(Вінниця - Шпиків-Комаргород) - Іванівка,Т-02-12 – Іванівка,2.0,Вінницький район,Лука-Мелешківська сільська
С-02-03-30,Жабелівка -Степанівка,Жабелівка – Степанівка,12.2,Вінницький район,Вороновицька селищна
С-02-03-31,Олександрівка -Жабелівка,Олександрівка – Жабелівка,5.1,Вінницький район,Вороновицька селищна
С-02-03-32,Комарів - Вороновиця,Комарів – Вороновиця,5.4,Вінницький район,Вороновицька селищна
С-02-03-33,Пултівці - Махнівка,Пултівці – Махнівка,2.0,Вінницький район,Якушинецька сільська
О-02-04-01,Гайсин – Гранів -Нараївка,Гайсин – Гранів – Нараївка,23.515,Гайсинський район,"Гайсинська міська,
Краснопільська сільська"
О-02-04-02,(Cтрий – Тернопіль –Кропивницький -Знам'янка) – Гайсин -Шура Бондурівська,М-30 – Гайсин – Шура Бондурівська,18.493,Гайсинський район,Гайсинська міська
О-02-04-03,Мар'янівка - Губник,Мар'янівка – Губник,22.214,Гайсинський район,Гайсинська міська
О-02-04-04,станція Губник –Соболівка - Красносілка,станція Губник – Соболівка – Красносілка,28.63,Гайсинський район,"Гайсинська міська,
Соболівська сільська, Бершадська міська"
О-02-04-05,Куна - Степашки,Куна – Степашки,17.422,Гайсинський район,Гайсинська міська
О-02-04-06,Тарасівка - станція Зятківці,Тарасівка – станція Зятківці,18.163,Гайсинський район,Гайсинська міська
О-02-04-07,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - (Гайсин - Теплик),М-30 – О-02-04-08,1.6,Гайсинський район,Гайсинська міська
О-02-04-08,Гайсин - Теплик,Гайсин – Теплик,29.636,Гайсинський район,"Гайсинська міська, 
Теплицька селищна"
С-02-04-01,Гранів - Леухи,Гранів – Леухи,5.303,Гайсинський район,Краснопільська сільська
С-02-04-02,(Митлинці - Шура Мітлинецька) - Хутір Карбівський,Митлинці – Шура Мітлинецька – Карбівка,5.048,Гайсинський район,Кунківська сільська
С-02-04-03,(Cтрий – Тернопіль –Кропивницький -Знам'янка) – Рахнівка - Чечелівка,М-30 – Рахнівка – Чечелівка,5.35,Гайсинський район,Гайсинська міська
С-02-04-04,Тишківка - Митків,Тишківка – Митків,5.173,Гайсинський район,Краснопільська сільська
С-02-04-05,Тишківка -Тишківська Слобода,Тишківка – Тишківська Слобода,2.015,Гайсинський район,Краснопільська сільська
С-02-04-06,(Вінниця – Турбів –Гайсин – Балта - Велика Михайлівка) - Рахни,Р-33 – Рахни,3.741,Гайсинський район,Гайсинська міська
С-02-04-07,Гунча - Адамівка,Гунча – Адамівка,4.8,Гайсинський район,Гайсинська міська
С-02-04-08,Гайсин - Кочурів,Гайсин – Кочурів,1.616,Гайсинський район,Гайсинська міська
С-02-04-09,Карбівка - Заріччя,Карбівка – Заріччя,2.9,Гайсинський район,Гайсинська міська
С-02-04-10,(Марянівка - Губник) - Тимар,О-02-04-03 – Тимар,1.994,Гайсинський район,Гайсинська міська
С-02-04-11,станція Зятківці - Розівка,станція Зятківці – Розівка,3.364,Гайсинський район,Гайсинська міська
С-02-04-12,(Мар’янівка - Губник) - Новоселівка,О-02-04-03 – Новоселівка,4.737,Гайсинський район,Гайсинська міська
С-02-04-13,Мар’янівка - Крутогорб,Мар’янівка – Крутогорб,4.913,Гайсинський район,Гайсинська міська
С-02-04-14,Ярмолинці – Кузьминці - Щурівці,Ярмолинці – Кузьминці – Щурівці,11.811,Гайсинський район,"Гайсинська міська, 
Кунківська сільська"
С-02-04-15,Ярмолинці - Басаличівка,Ярмолинці – Басаличівка,4.101,Гайсинський район,Гайсинська міська
С-02-04-16,(Вінниця – Турбів –Гайсин – Балта - Велика Михайлівка) - Дмитренки,Р-33 – Дмитренки,1.2,Гайсинський район,Гайсинська міська
С-02-04-17,(Гайсин – Теплик) -Гнатівка,О-02-04-08 – Гнатівка,1.734,Гайсинський район,Гайсинська міська
С-02-04-18,Зятківці - Бур'яни,Зятківці – Бур'яни,7.366,Гайсинський район,Гайсинська міська
С-02-04-19,(Гайсин – Теплик) -Мелешків,О-02-04-08 – Мелешків,1.93,Гайсинський район,Гайсинська міська
С-02-04-20,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Косанове,М-30 – Косанове,1.075,Гайсинський район,Кунківська сільська
С-02-04-21,(Cтрий – Тернопіль –Кропивницький -Знам'янка) –Трубочка - Мітлинці,М-30 – Трубочка – Мітлинці,10.12,Гайсинський район,Кунківська сільська
С-02-04-22,(Cтрий –Тернопіль –Кропивницький -Знам'янка) - Мітлинці,М-30 – Мітлинці,5.45,Гайсинський район,Кунківська сільська
С-02-04-23,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Михайлівка,М-30 – Михайлівка,5.666,Гайсинський район,Краснопільська сільська
С-02-04-24,Степове – Митків,Степове – Митків,4.431,Гайсинський район,Краснопільська сільська
С-02-04-25,(Cтрий – Тернопіль –Кропивницький -Знам'янка) – Кузьминці - Павлівка,М-30 – Кузьминці – Павлівка,11.3,Гайсинський район,Кунківська сільська
С-02-04-26,(Вінниця – Турбів –Гайсин – Балта - Велика Михайлівка) - Семирічка,Р-33 – Семирічка,2.963,Гайсинський район,Гайсинська міська
С-02-04-27,Жерденівка - станція Зятківці,Жерденівка – станція Зятківці,4.219,Гайсинський район,Гайсинська міська
С-02-04-28,(Гайсин - Теплик) -Грузьке,О-02-04-08 – Грузьке,4.993,Гайсинський район,"Гайсинська міська, 
Краснопільська сільська"
О-02-05-01,Іллінці - Бабин,Іллінці – Бабин,12.002,Вінницький район,Іллінецька міська
О-02-05-02,Іллінці - Василівка,Іллінці – Василівка,10.318,Вінницький район,Іллінецька міська
О-02-05-03,Іллінці - Красненьке,Іллінці – Красненьке,9.9,Вінницький район,Іллінецька міська
О-02-05-06,Дашів – Фронтівка -Угарове,Дашів – Фронтівка – Угарове,35.17,Гайсинський-Вінницький район,"Дашівська селищна, 
Оратівська селищна"
О-02-05-07,Слобідка - Іллінці,Слобідка – Іллінці,5.504,Вінницький район,Іллінецька міська
О-02-05-08,(Вороновиця - Іллінці) - Якубівка,О-02-03-04 – Якубівка,3.44,Вінницький район,Іллінецька міська
О-02-05-09,Паріївка - станція Оратів,Паріївка – станція Оратів,16.347,Вінницький район,"Іллінецька міська
Оратівська селищна"
С-02-05-01,Іллінці - Райки,Іллінці – Райки,2.153,Вінницький район,Іллінецька міська
С-02-05-02,Іллінці - Лиса Гора,Іллінці – Лиса Гора,6.682,Вінницький район,Іллінецька міська
С-02-05-03,Під'їзд до с.Володимирівка,Під'їзд до с.Володимирівка,2.795,Вінницький район,Іллінецька міська
С-02-05-04,Бабин – Синарна,Бабин – Синарна,3.765,Вінницький район,Іллінецька міська
С-02-05-05,Привільне - Білки,Привільне – Білки,2.995,"Гайсинський
район",Дашівська селищна
С-02-05-06,Іванівка - Олексіївка,Іванівка – Олексіївка,1.895,Гайсинський район,Дашівська селищна
С-02-05-07,Криштопівка - Хутір Криштопівський,Криштопівка – Хутір Криштопівський,2.415,Гайсинський район,Дашівська селищна
С-02-05-08,Криштопівка - станція Криштопівка,Криштопівка – станція Криштопівка,1.612,Гайсинський район,Дашівська селищна
С-02-05-09,Тягун – Синарна - (Вірне),Тягун – Синарна – Вірне,4.42,Вінницький район,Іллінецька міська
С-02-05-10,(Немирів – Іллінці) -Лугова,О-02-14-03 – Лугова,4.32,Вінницький район,Іллінецька міська
С-02-05-11,Якубівка - Уланівка,Якубівка – Уланівка,1.488,Вінницький район,Іллінецька міська
С-02-05-12,Жорнище - Шевченкове,Жорнище – Шевченкове,5.015,Вінницький район,Іллінецька міська
С-02-05-13,Жорнище - В'язовиця,Жорнище – В'язовиця,3.175,Вінницький район,Іллінецька міська
С-02-05-14,(Іллінці – Красненьке) - Борисівка,О-02-05-03 – Борисівка,1.165,Вінницький район,Іллінецька міська
С-02-05-15,(Паріївка - станція Оратів) - Даньківка,О-02-05-09 – Даньківка,1.503,Вінницький район,Іллінецька міська
С-02-05-16,Кальник - Шабельна,Кальник – Шабельна,6.985,Гайсинський район,Дашівська селищна
С-02-05-17,Купчинці - Волошкове,Купчинці – Волошкове,3.51,Гайсинський район,Дашівська селищна
С-02-05-18,Дашів - Петро-Марківка,Дашів – Петро-Марківка,17.43,Гайсинський район,Дашівська селищна
С-02-05-19,Дашів - Кантелина,Дашів – Кантелина,6.608,Гайсинський район,Дашівська селищна
С-02-05-20,Романово-Хутір -Тягун,Романово-Хутір – Тягун,11.9,Вінницький район,Іллінецька міська
С-02-05-21,Красненьке – Василівка - Червоне,Красненьке – Василівка – Червоне,21.02,Вінницький район,Іллінецька міська
С-02-05-22,Пархомівка - Жадани,Пархомівка – Жадани,4.745,Вінницький район,Іллінецька міська
С-02-05-23,Кам' яногірка -Криштопівка,Кам' яногірка – Криштопівка,22.546,Гайсинський район,Дашівська селищна
С-02-05-24,(Торків – Брацлав –Ситківці – Леухи -станція Монастирище) -Городок,О-02-15-01 – Городок,0.715,Гайсинський район,Дашівська селищна
С-02-05-25,Слободище - Росоховата,Слободище – Росоховата,6.08,Гайсинський район,Дашівська селищна
С-02-05-26,Сорока - Кантелина,Сорока – Кантелина,7.812,Вінницький- Гайсинський район,"Іллінецька міська,
Дашівська селищна"
О-02-06-01,Рожепи – Сербинівці - Ярошенка,Рожепи – Сербинівці – Ярошенка,38.308,Жмеринський район,"Северинівська сільська,
Жмеринська міська"
О-02-06-02,Браїлів - Гнівань,Браїлів – Гнівань,17.387,Жмеринський - Вінницький район,"Жмеринська міська,
Гніванська міська"
О-02-06-03,(М-21) – Браїлів –Рижавка - Тиврів,М-21 – Браїлів – Рижавка – Тиврів,36.4,Жмеринський - Вінницький район,"Жмеринська міська,
Гніванська міська,
Сутисківська селищна,
Тиврівська селищна"
О-02-06-05,Браїлів – Жмеринка -Мала Жмеринка,Браїлів – Жмеринка – Мала Жмеринка,14.5,Жмеринський район,Жмеринська міська
О-02-06-07,Станіславчик –Тарасівка - станція Ярошенка,Станіславчик – Тарасівка – станція Ярошенка,16.051,Жмеринський район,"Станіславчицька сільська,
Мурафська сільська"
О-02-06-08,Телелинці – Мовчани - Носиківка,Телелинці – Мовчани – Носиківка,20.867,Жмеринський район,"Станіславчицька сільська,
Шаргородська міська"
С-02-06-01,Станіславчик – Будьки - Тарасівка,Станіславчик – Будьки – Тарасівка,11.522,Жмеринський район,Станіславчицька сільська
С-02-06-02,Потоки - Сідава,Потоки – Сідава,6.756,Жмеринський - Вінницький район,"Жмеринська міська, Гніванська міська"
С-02-06-03,Новоселиця – Слобода - Почапинці,Новоселиця – Слобода – Почапинці,5.5,Жмеринський район,Жмеринська міська
С-02-06-04,(станція Бар – Чернятин -Жмеринка) -Токарівка,О-02-01-09 – Токарівка,0.94,Жмеринський район,Северинівська сільська
С-02-06-05,Стодульці - Мельники,Стодульці – Мельники,5.0,Жмеринський район,Северинівська сільська
С-02-06-06,Жмеринка - станція Браїлів,Жмеринка – станція Браїлів,4.3,Жмеринський район,Жмеринська міська
С-02-06-07,(Лисогірка – Почапинці) - Зоринці,С-02-06-25 – Зоринці,4.14,Жмеринський район,Жмеринська міська
С-02-06-08,Чернятин - Слобода Чернятинська,Чернятин – Слобода Чернятинська,4.9,Жмеринський район,Северинівська сільська
С-02-06-09,Олександрівка -Шевченкове,Олександрівка – Шевченкове,3.0,Жмеринський район,Северинівська сільська
С-02-06-10,(М-21) - Сьомаки,М-21 – Сьомаки,3.126,Жмеринський район,Жмеринська міська
С-02-06-11,(М-21) - Слобода Носковецька,М-21 – Слобода Носковецька,2.8,Жмеринський район,Жмеринська міська
С-02-06-12,Носківці - Демків,Носківці – Демків,2.0,Жмеринський район,Станіславчицька сільська
С-02-06-13,(станція Бар –Чернятин –Жмеринка) - Северинівка,О-02-01-09 – Северинівка,1.7,Жмеринський район,Северинівська сільська
С-02-06-14,(Т-02-18) - Лопатинці,Т-02-18 – Лопатинці,1.46,Жмеринський район,Жмеринська міська
С-02-06-15,(М-21) - Настасіївка,М-21 – Настасіївка,1.5,Жмеринський район,Станіславчицька сільська
С-02-06-16,Олексіївка –Кам’яногірка - Лука Мовчанська,Олексіївка – Кам’яногірка – Лука Мовчанська,18.2,Жмеринський район,"Станіславчицька сільська,
Шаргородська міська"
С-02-06-17,Носківці - Олександрівка,Носківці – Олександрівка,11.175,Жмеринський район,"Станіславчицька сільська,
Северинівська сільська"
С-02-06-18,Мартинівка – Межирів - Рів,Мартинівка – Межирів – Рів,9.402,Жмеринський район,Жмеринська міська
С-02-06-19,Кацмазів - Лука Мовчанська,Кацмазів – Лука Мовчанська,15.025,Жмеринський район,Станіславчицька сільська
С-02-06-20,Слобода Межирівська –Сербинівці - Кудіївці,Слобода Межирівська – Сербинівці – Кудіївці,20.073,Жмеринський район,Северинівська сільська
С-02-06-21,Браїлів - станція Браїлів,Браїлів – станція Браїлів,3.688,Жмеринський район,Жмеринська міська
С-02-06-22,(Браїлів - Тиврів) -Потоки,О-02-06-03 – Потоки,2.3,Вінницький район,Гніванська міська
С-02-06-23,(Т-02-18) - Біликівці,Т-02-18 – Біликівці,1.5,Жмеринський район,Жмеринська міська
С-02-06-24,(М-21) - Коростівці,М-21 – Коростівці,1.3,Жмеринський район,Жмеринська міська
С-02-06-25,Лисогірка - Почапинці,Лисогірка – Почапинці,10.149,Жмеринський район,Жмеринська міська
С-02-06-26,Чернятин - Маньківці,Чернятин – Маньківці,2.9,Жмеринський район,Северинівська сільська
С-02-06-27,Петрани – (М-21),Петрани – М-21,14.2,Жмеринський район,Жмеринська міська
О-02-07-02,Чернятин – Калинівка - Шепіївка,Чернятин – Калинівка – Шепіївка,40.113,Хмільницький район,"Калинівська міська,
Іванівська сільська"
О-02-07-05,Калинівка - Павлівка,Калинівка – Павлівка,7.902,Хмільницький район,Калинівська міська
О-02-07-08,(М-21) – Голендри - Нова Гребля,М-21 – Голендри – Нова Гребля,21.481,Хмільницький район,Калинівська міська
С-02-07-01,Кустівці - Малі Кутищі,Кустівці – Малі Кутищі,1.96,Хмільницький район,"Уланівська сільська,
Калинівська міська"
